,essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
2399,3594,2,"Censorship?  What is it?  Well from what i know cenorship is where you are blocked from certin things that you are not able to ever bring into the place that blocked it.  So the question is it wrong to censor something or not, i think that libraries should be able to censor certins things that people find offensive.  First reason why i think it is right that people should be able to censor things is becuase little childeren could be able to take at peek at what they shouldn't be looking at, when it comes to magazines and also movies.  Next reason why i think labraries should be able to cenor is because people can find centin things offensive just as music, for example like vulgar language can be listened to and aslo also naughty things can be watched in movies.  My last reasoning why i think it is fair that libraries are able censor things is beacuase some people like to read but in thier reading can be bad things that they find offensive and they can always find a way to take an item out from a labrary.  These are reasons why i think they should be able to censor books, music, movies, and also magazines.     My first reasoning in why i think it is fair that libraries are able to censor books, music, movies, and magazines is because little childeren could be able to look at things things they should not be able to take a peek at.  Thses things could be like pronogaphy, and also really grusome things in magazines and in movies.  If these things were in labraries they can possibly show other childeren, inwhich it would not be good.  This can be a problem beacuase parents can put the blame on the libraries by saying that the workers didn't do a good job at watching out for the children.  Also i think think they should be able to censor movies beacuse little childern shouls not be watching gursome movies at a young age.  This can really hurt them and others if they learn and see what is on this movies and magazines.  Also labraries can censor music.      I also think libraries can censor music beacause in music these days there are very bad things that any body can find that is offensive.  Little childern can be listenig to vulgar lyrics that are in the songs and they could be repeating it to other people.   This can be bad in many ways because first of all they might not know what they are saying,  so if one day they say it to an adult, that adult can put the blame on the library owners.  Also they should be able to censor movies again beacuse naughty things can be shown in those movies that certin age levels should not be able to see.  These are ressons why libraries have a right to censor music and movies.   They aslo have right to censor books.      Books in they libraries are great but some books should not be able to be in a library, certin books such as books about faith and other religions.  And also about gursome items.  Some people can find books about religion and faith to be very offensive because some people @MONTH1 not see eye to eye about other religions.  And to minimize this problem libraries can take these books out so peolpe won't find it be offensive.   And also libraries should be censoring certin books about death because it can really get to a person and they can show other people that will find it very offensive.  So this is why i think libraries should be able to censor things.     In conclusion libraries should be able to censor books, music, movies, and magazines, because in some books they can have religion problems and problems with death,  movies beacuse in some movies it can show pronography and gursome things that peopel should not be watching,  and they should be able to censor magazines and music beacuse in magazines childern could be looking at certin things they shouls not be looking at.  And they should be able to censor music beacuse peopel can be offended if they ever listen to vulgar language.  So in other words i do think libraries should be able to censor books, music, movies, and magazines",4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
1806,3001,2,"Books Removed From Shelves?      'All of us can think of a book that we hope none of our children or any other children have taken off the chelf.  But if I have the right to remove that book from the shelf- that I work I abhor- then you also have exactly the same right and so does everyone else.  And then we have no nooks left on the shelf for any of us.' @CAPS1 statement was from @PERSON1.  Do you think it is right for young children to look at immages that are not appropiate or read something that is talking baout sexual content?  I do not think any of these materials should be removed from the shelves, but they should be put in a privite area where only adults can get to them.       I think they should be put in a certain area, away from children, because children will get ideas from the material that they see and think it is okay to act like that.  There are some books and movies out there that teenagers and young children see that are about cereal killers and children think it is okay to bring guns to school and it is not okay.  Children are reading these books and thinking it is okay to act like their favorite character or acting like their favorite movie star in a movie.  Some of the movies that are out there are about doing stupid stuff, and children and teenagers think it is 'cool' because the person that they look up to is doing that, so they want to try it out also.  Children get hurt from doing @CAPS1.  Whenever a child sees people having sex, they think it is okay to do it too, becasue those kids in the movies are the same age as they are.   I think that movie producers shoudl be aware of what they put out there for children to watch.       When you talk about the book @CAPS2 @CAPS3, you think what a great book.  But would you ever think that it would be taken off of shelves because of one word that was used in it?  I think that it should stay on the shelves, but if a parent does not want their child to read it, then they do not have to read it.  If parents do not want their child to read something then just tell the teacher or child that they cannot read the book.  I think the books should stay on the shelves and any material that has any 'bad' sontent on it should be put in a private section where only adults can get to it.       Do you want your children looking at bad pictures or seeing or reading about something with sexual content?  Children are getting bad ideas from books, movies, magazines, and music.  They think it is appropiate to act like @CAPS1, because their favotire movie star is preforming @CAPS1 way.  These books, movies, and magazines need to be put up out of children's reach, so they cannot get anymore bad ideas to do stupid stuff",4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
3344,4539,2,"Everyone is @CAPS1          @CAPS2 person is @CAPS1, this much we can agree on. So why then would people try to put a censorship on books, movies, magazines, and etc., as i pointed out before, we all are @CAPS1 so we all have @CAPS1 standards on what is bad and offensive to what is good.     When we remove a book from a library shelve for whatever reason we have to do so then others should have the same right to do so as they see fit. If  picked up a book on why @CAPS3 is the right religion and i am a @CAPS4 then more then likely i will find it offensive. Yet if i gave that same book to a @CAPS3, that person would mostly likely read that exact same book that the @CAPS4 read and find it not offensive at all. It all comes down to the veiws we all have about everything so why would you let one person or even a small comittee set standards on library censorship for they @MONTH1 feel one way while another comittee or person feels completly @CAPS1. Everyone is @CAPS1 and feels diferently about issuses. There is no way to make sure that @CAPS2 book in the library won't offend a single person.     The same issue can be applied to music, movies, magnazines and ect. No matter what we do, some one will be offended. For example, the plege of allegiance is something my school says everyday, yet some people, like a @ORGANIZATION1, find it offensive. All acrosss the nation people say it before school, a sportinh game, or ect., yet you don't see very many people objecting to that. I have obsereved that most people who find it offensive just ignore it so why can't we do the same for books, movies, magazines, and etc. that we @MONTH1 find offensive.     In conclusion, there really is no way to put a cencorship in libraries since no matter to tell what a person might or will find offensive. So why then can't we just not read what offends us, this really is the only way to keep from offending  people. For these reasons, I feel that there should not be a cencorship in libraries",4.0,4.0,,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2161,3356,2,"Is the censorship in libraries really necessary? In my opinion it is but only to a certain extent. I believe that most people who frenquently go to the library know what types of books, movies, magazines, etc. that are for more of the adult group and more of the teenage/children group. I think the censoring is helping to keep our youth from taking the words and actions and using them in there daily lives. If we @CAPS9't want them to read or to even hear them I think the censorship is a great thing in ways.     I believe if the censorship was to go away in some forms, I would use a different method of a censorship that was a bit more on the more favored sides for adults. The censorship would still be at the library in a certain form. There would be something just a bit different or new about whatever that person is checking out.      If we could, when people are checking out these books, movie, magazines, etc. we could use a rating just like movies do. When a child whom is @NUM1 comes to the library to check out an item and they find one they are interested in they could bring it to the librarian and the librarian would check the rating and the age of the child with there library card and see if that item is appropriate for that child. There could be many ratings @CAPS1, @CAPS2, @NUM2, and @CAPS3. I think ages @NUM3 are for the @CAPS1-@CAPS2, the ages @NUM4 are for the @NUM2 and ages @NUM6 and up for rated @CAPS3.      I see many times when children are learning words, phrases, and actions from movies, books, etc. that make them think it is ok to do or say these things. I think not. In my opinion I think that this idea could help out our youth and there parents make better choices in the content they are submitting themselves to. So if you feel like this is a good idea contact your local library and tell them you are in favor of the @CAPS7,  '@CAPS7 @CAPS8.' @CAPS9't wait until you have forgotten, call now.",3.0,3.0,,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2379,3574,2,"Practice @CAPS1 You @CAPS2     The @LOCATION1 is considered one of the greatest countries in the world because it is a free country. In the @DATE1's people migrated here to escape the control that their government had in their homeland. In @LOCATION2 we practice freedom of speech. If we censor materials like books, music, movies, etc. it would defeat the entire purpose of @LOCATION2 and it's @ORGANIZATION1.     Everyone has their own personality with likes and dislikes. Not everyone likes the same music or is interested in reading the same subject, thats why its wonderful that their is a variety of everything. If you start banning or censoring certain things then how will people learn? There is nothing wrong with learning about negative things because that teaches people lessons so they know @CAPS1 or @CAPS1 not to do if in that situation. When you censor 'bad things' it creates naive thinkers, which only leads to discrimination.      I agree that for children there should warnings for material that parents @MONTH1 find offensive. For example, movies have ratings for different age groups, and books could do the same. Of course its up to the parents if they want to follow the recommendations but banning something all together is not neccessary.     I personally learned a lot of things from @CAPS1 I've seen on television. Whats on television @MONTH1 be considered 'street smart' education but that is good. Today we live in a scary and violent society, so being 'street smart' is an advantage. If television was censored then people would not know @CAPS1 to do in a bad situation because they have never experienced or seen of it before.     If books, movies, magazines, music, etc. are removed from shelves then @LOCATION2 is not practicing @CAPS1 it preaches to the many of people who come here in search of freedom.",4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
3215,4410,2,"I belive that all literature of any kind is useful even though it could be offensive.  If society plans on taking something off the shelf because it offends a race or gender, than many life-lesson books, movies, magazines, music, etc., would be removed from the shelves.  Things such as books or movies are there to take people to different worlds, to help them learn knowledge, to teach them lessons that the real world @MONTH1 not teach them.  If materials are taken off the shelf in fear of offending someone, then not very many things will be left just like Katherine Paterson says in her quote.  If certian literature were not around anymore then it definitly would not be the same as it is now.  Literature are there for us, they teach us, and if if one @CAPS1 was taken away, it would start a riot.     Books are always there for us, when we are bored, lonely, or just want to escape reality.  Imagine if you we not able to read your favorite book because it was no longer considered appropriate for society.  If all books had to be appropriate for every age, it would take all the interesting out of everything.  Whether it is a novel or a regular encyclopedia, all books would be dulled down to exceed the needs of our 'non offending' society.  Lots of music would lose it's luster and magazines would not be able to gossip about the 'hottest new things.'  Movies would get too boring to watch and many things in society would fall apart.     Books, documentaries, magazines, are there to help people learn, either if its a lesson about what not to do while your young, such as smoking, if books about smoking were taken away because it offended the part of society that chose to smoke then how would any of the teens today know not to start smoking?  Novels are usually fiction, but the characters come to life to readers.  They have problems just life people of the real world even though they @MONTH1 not be real themsleves, so if one reads that book, the way that character handles the situation could help a real life person decide on what they should do about there problem.  Important history books of movies could be taken away becaus it 'offends' @CAPS2 @CAPS3 to have students learn about slaves.     If one @CAPS1 was taken from the shelf because of offending someone then more and more materials would be taken away form society.  What good does that do anyone?  It leaves many students uneducated about many things that they need to be educated about.  It would disrupt the order in libraries if books were being removed because of aproppriateness.  If books were being judged on appropriateness then many authors would not be able to write the novels and literature that they do now.  No good would come of removing anything from the shelves of libraries.     Books, movies, magazines, music, it is all too important to society, it keep us company, it teaches us, is makes life easier at times when the world wants to kick you while you are down.  If one person decided that a book was not appropriate then they can chose not to read it, but they should not decide to help remove that book from the shelves of libraries.  They would start a landslide of trouble that would effect everyone in the @LOCATION1 and maybe even across the globe.  Information of any kind is a good @CAPS1 no matter the content of it.  So removing any sort of material from our libraries is a horrible idea.",4.0,4.0,,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,
3196,4391,2,"I believe that the certain materials such as books,music,movies, magazines, ect. they are here for a reason. People like them. Maybe there are some books and things that people @MONTH1 or @MONTH1 not find offensive. Thats ok I'm not try to say it isn't, but you don't have to look at that book. There are so many others to pick from it doesn't have to be the first one you pick up. The objects we are talking about are our entertainment it brings us joy and many smiles. People need to understand that children are going to have to get their education not only from their teachers,but through these tools. Tools is a better word for these things. It makes them have a meaning.      Children now day love books, music,movies, magazines,ect. As a teenager I can say that most of us who like music we love it. It builds our charater. People don't make books and magazines just for them to sit on a shelf and gather dust. They were ment to be picked up and look at. I also have to say that some people make a big deal about a subject like this. Don't get me wrong I can understand were their opinon stands,but that doesn't mean I have to agree. Children,@CAPS1,and @CAPS2 all have to learn in one way or another. Some of these ways are what some people are trying to get removed from our libraries and other places as well.      If people want this is going to be a big war. Only because they are not the only people on the planet. People want these tools of ours to be removed this will only be the begin. Next couple of years from now people will want to get rid of something else then, something else. Its just one right after another it won't stop. This just shows how our communities agree and disagree with each other. Everyone is intitled to their own opinion some are good and some are bad. In this case, my opinion I totally and completely disagree with getting rid of the tools that can inprove our world as we know it to be.",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
1946,3141,2,"To @CAPS1 it @MONTH1 @CAPS2:     @CAPS3 I walk into a library, I want to be able to think I am in a peaceful place where I can find books that are helpful for what I need and are not harmful to anyone. Anywhere I go I want to feel like a free person and shouldn't have to worry about things that will hurt others or myself. People are people and everyone should be treated the same. It doesnt matter what color your skin is, the way you look, or how you talk. Everyone should be treated equaly. I believe if there is something offensive in a movie, magazine, books, or anything to any kind of people it should be removed for good. It doesnt matter what the past was like. The present is all that matters and in my opinion everyone deserves the same.      I beleive that no one in this world should feel ashamed of who they are. If someone is @CAPS4 @CAPS5 they should be proud of it and shouldn't be afraid of negative things that would hurt their feelings. I think most people would agree @CAPS3 I say everyone in this world should be treated the absolute same. Negative things in books or magazines or anywhere should be removed for good. We do not need things like that in our world. That is what causes people to become crazy and get into gangs or into drugs. Our world shouldn't concist of bad things that will hurt the lives of others. Anything that is negative to a person or group of people shouldn't be allowed and should be thrown away. Inacent people do not deserve what people received in the past. The past has nothing to do with what is going on in the present. Right now people should be proud to be who they are and not scared of things like that. I treat people the way I want to be treated and that should go for everyone. Harmful things need to be removed from everything. We do not need things like that in our world. People should be able to live free and feel proud of who they are.     In conclusion I beleive that certain materials should be removed if they are found offensive. Everyone is who they are and that shouldn't have an effect on others and the way they live. People should feel proud to be here and not scared of things that could impact their lives forever. Harmful things are not good in this world and shouldn't have an impact on others. Everyone deserves the best and should be treated with care, not hatred.",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
3094,4289,2,"As a small child I remember my mom reading me stories to put my to sleep. There was always one book that I remember the most named, 'A light in the @CAPS1' by @PERSON1. As i was walking into my public library the other day i was looking at the books that had been cenored because it encouraged, the following; mistreating parents, offensive language, bad habits, and other things. I was mad that this book had, essentally, been erased from all of children literature just because a few people @CAPS2 that it gives a bad message. Think about it though, when you are a child either having a book read to you, or reading one yourself do you honestly pay attention to such small details?    I do not think that books and music should not be censored, because society does a good job of thinking and figuring out what is acceptable and what is not. I understand the idea of warning labels, but i feel that censorship is too far. In the example I used in the paragraph above, that actually happened to me. So, i do not think that things should be censored just because a small group of people think that it is inappropriate. Even when i read that book today i do not see any of the reasons that were listed in the book. Therefor beleive that it was unjustly censored, meaning that a really good book will never reach the eyes and ears of child that deserve to hear and read it.     Over the years many things have been censored, some had an actual reason, others maybe were looked at and censored because somebody did not like how they read the book. the point is, is that people should have a choice of what they can get from their public or school library. Maybe, they should just give an idea saying that there is potentailly inapprapriate materail in that certain book and should not be read to or by a certain age group. when you look back to your childhood and think of all the books that were read to you that you enjoyed, how many of those books have been cesored for reasons that make no sense? That is the primary reason why I believe there should not be any censorship",4.0,4.0,,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2163,3358,2,"People see libraries as a good place for knowlodge and just an information place, many people like them and some dread of the fact of hearing the word, '@CAPS1'. To be honust I only know a handful of people who use libraries in my life as a source for information now days but; Can some information from libraries be offencive to others? The answer is based by your own opinion to be quite honust, but yes I think some iformation that can be picked up from your local @CAPS1 can be rather, disturbing 'per say'.  Theres books and information that you wish you would have never picked up in your whole life, then again thats everywhere.     Now music and movies etc. is sort of the same way, some @MONTH1 not agree with what he/she picks out and you know they might be interested in. Can it be offencive to people? The answer is of coarse it can, but because people will be people. You @MONTH1 not agree on something, but your friend might think entirely different from what you are thinking, everyone is titled to their opinion on anything, well normally. Now if they have graphic movies or explicit music on the shelf where your little son/daughter can just grab, I could see that as a major issue.     Some parents do not want their children listening to that music at such a young age, even though the way things are in america your child will hear or see those things, it's life. If that is the case where a five year old can pull a graphic movie or a cd that a parent doesn't want them to see or hear, then I do'nt nessasarily think it should be banned from the @CAPS1. I believe it should be handled well mannered and it should be moved, to a not so easy reach to a five year old. These are common arguements people have, about many places and about simular disagreements.      Yes, I agree some things found in a @CAPS1 can be found offencive to some but my answer stays as, 'No' it shouldn't be removed unless it really is that offencive. If there is something that offencive in the @CAPS1 and mutiple people find it offencive in the community, I would take it to the people in charge of the local @CAPS1",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
3550,4745,2,"'Do you believe that certain materials, such as books, music, movies, magazines, etc. should be removed from the shelves if they are found offensive?' @CAPS1 these items should be taken off the shelves if found offensive.  First off, they should be removed because some people @MONTH1 be offended by them. Some @MONTH1 talk about race, religion or gender. Nobody wants to be criticized in a book or such. For example: rap music, all that is, is just people taking about what color they are or how big or small they are. Some people @MONTH1 be offended, and im sure no parent wants their child to be listening to that nonsense. So take them off the radio. Second off, if a child gets ahold of a criticizing book or movie or such that item can have a bad affect in the later future. They could start criticizing people for being different. Some books talk about religion, some people just cannot help their religion, they were born that way so they are familiar with it and do not want to change. No one should be judged for their religion, so take them off the shelves. Thirdly, my friend was watching a movie and it was about a female that liked the same sex, and in that movie they were making fun of her. No one should be judged by which sex they like. She was very offended. So take them off the shelves. Second to last, magazine authors take pictures of celebrities and down size them about three sizes smaller than what they really are and put them on the cover of fashion magazines or such. Why not just put that celebrity on there as the size they really are? Some @MONTH1 take offense to that. So just take pictures of celebrity and put them on the magazine as their real size or take them off the shelves. In conclusion,  in some of my observations and reading some people get offended quite often for being a different race, gender, or  religion. So I believe that certain materials such as books, music, movies, magazines, etc should be taken off the shelves if they are found offensive",3.0,3.0,,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
3052,4247,2,"I think censorship of certain materials, books, music, magazines, etc., that are offensive should be removed from people who have yet to mature, unless a parent or gardian approves of it.     I think censorship can be a positive things for little children and younger folk because kids that are young of age should not view or listen to things such as bad things. These things can be a negitive influence on the child's character and personallity.    No one should hear other kids cursing in public becuase this can influence other kid to do the same. I know my parents don't want to hear me say or do bad things around my younger siblings becuase this can influence them more to do it too than if some kid was saying or doing bad things.      Some censorship shouldn't be aloud to those who are matuered, such as in high school where you have to get a signature from a parent to see some things that should not be shown to little kids becuase older people have matured and they understand why not to be a bad influence on people.     Censorship of certain materials, books , musicm magazines, ect., that are offensive should be removed from people that have yet to mature, unless with parrent concent. People who have not matured should not view or listen to any thing that is a negitive influence on themselves.",2.0,3.0,,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
2601,3796,2,"Libraries are a great resource for information all around the world.  They contain many different styles and genres of books.  Some might not be appropriate for young children to read.  There are people that debate whether or not some books are too offensive to be put up on library shelves.  I believe that no book should be denied of this right.  Most children that go to a library already know what kind of book they want and are with an adult at all times.     Most libraries have children sections.  Offensive books are most likely found in the teenager or adults sections, not the children section.  So, to my defense, there could really be no way that a child would seek out these 'offensive' books anyway.  Children today are exposed to more explicit topics, but I doubt they would want to read a book about them.     Next, if a child goes up to the check out desk the librarian should be able to tell their parent or guardian that certain book is not suitable for that age of child.  Going back to my point of children usually go to libraries with their guardians, they should be supervised at all times while in a library.  If an adult cares that much about what their child reads they can easily decide what is offensive or not.     Finally, authors should not be punished for writing something they believe in or like.  They worked hard on writing and publishing their novels, they should be able to show them off.  If librarians do take off books for being offensive to some adults, a lot of books will be gone from the shelves.  The quote used for this essay explains this thought more thoroughly.  People should be able to read whatever they want, offensive or not.  Children being able to do this? Depends on the parent.      There is no way a child could check out an offensive book, take it home, and read it without their guardian knowing.  Yes, all parents do not care about what their child reads, so this could happen.  Just because some adults complained about books being too offensive for their children doesn't mean a revolt has to happen.  Those parents should just step up and be more strict about what their child can and cannot read.  Some of the most 'offensive' books out there are the very best to read.",4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2519,3714,2,"Yes, I do believe that certain materials, such as books, music, movies, magazines, etc.,  should be removed from the shelves if thery are found offensive. The reason why I think some things shuld be removed is because some kids don't need to look at certain things. Parents don't always go with there children to the library and tell them what they can and can't get. At school libraries they really dont have bad things they only have school approte things. But the public library has alot of different things and than a school library. Therefore those are my reaons why i believe certain materials should be removed.",2.0,2.0,,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,
3295,4490,2,"Censorship can be considered as a major problem.  I believe it is our right to read and publish what we want. It should not be another person's opinion effecting what we can and cannot read, listen to, or even watch.  Lastly, censorship is a popular communist trend.  Therefore, I believe censorship is wrong.     First of all, we have a right to say, read, write, and watch what we want, as long as it is not slandering someone.  I don't believe that issue of slander is what is causing the censorship of many books today.  So, in any other case censorship would be wrong and immoral.     Second, it shouldn't be someone elses opinion that effects whether anything is censored.  My opinion @MONTH1 differ from another person's and their opinion @MONTH1 be way different from someone elses.  If they think it should be censored, they shouldn't read it themselves.  Others @MONTH1 find the book, movie, or magazine to be great and very informative or interesting.     Lastly, censorship is a communist trend.  Last I checked, the @LOCATION1 is a democracy.  So, it would be going back on our fundamentals of government to censor anything that isn't detrimental or slander to a person or race.     So, censorship shouldn't be allowed anywhere.  It is a very communist thing to do.  It infringes our rights.  Lastly, opinions are varied among people what should and should not be censored making it impossible to know what really should and shouldn't be censored",3.0,3.0,,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
1899,3094,2,"Books, music, movies, and much more, being removed off  of the self because no one liked them and find some of them offensive does not not mean to get rid of them. Many enjoy them, and could use them for shool research or topics for a class.     First of all I know for a fact that some of the music my friends and I listen to would bother many other people, it was clearly our chioce to buy the music, book, or movie. We all have different opinions on what 'good' music or movies are. I can understand why some people would want us to get rid of it because of the foul language or racial slurs, but it is our money and our decision to buy it. Many teens take the music thing out of control and turn it up so loud that it will let @LOCATION1 hear it and with all the word and comments then make in the music I can see why adults don't want us to buy it. In respect for others I think we can turn down the radio, don't make comments to movies, and don't be immature with the books.      Second, All the research and studying we have to do in school, it would be pointless to not be able to have books or magazines to do our research with. Now a days the students get to pick what they want to do a topic over and if they want to do that topic bad enough then I am pretty sure they have the material to look up the information on that subject.      I do realize that it gets out of control with the music, movies, magazines, and books but we know when to settle down and grow up. Teens who are going to be immature about it does not deserve to have all those things. We just have to learn to use it with respect. Just getting them taken off the shelf would not be a good idea because some kids would actually use them for school believe it or not",4.0,3.0,,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
3486,4681,2,"I personally do not think that books or magazines and such with offensive things about them shouldn't be removed because they give people something to read. Most people don't want to read @CAPS1 or a novel. Some people want to read about crimes, mysterys, and action. There are alot of good movies out there but some of them I can agree with are too offensive to others. I gurantee that movies with comedy in them will be put down about what is being said. For example: @CAPS2 @CAPS3 to some people is very offensive. The only reason the person would think that the movie is offensive is because they are stubborn people that don't have a life.     I can believe that there are literature materials that are offensive to others, but the person that criticizes others doesn't think that they are offensive to the people that read the books that offened the person that is being offended. Books about war to some people are too graffic. But those books about war are probably books about history. I have only started noticing the people that are trying to get rid of those books that they don't like. But back in the @DATE1's people didn't care about what was in a library. They just want something to read. I say leave the librarys alone!",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
3119,4314,2,"There are a lot of issues concerning offensive material that are used for entertainment purposes. Sometimes these things should not be on the shelves. Such as movies, books, magazines, etc., they can be seriously offenseive to other people that are different races or different religions.     Censorship can be used to solve this problem, like in the book @CAPS1 @NUM1, it was used to keep books out of the picture completely. To keep the society from becoming offended, or for that matter, thinking. However in this matter it is the complete opposite, having all kinds of negative material and not caring what it can do to other people, or @MONTH1 damage other people.     However this can also be argued. The people that are offended by the material, wether religious or race, really don't have to be around the material in the first place. For example if the material is in a library, then the people don't need to go to the library.           In conclusion people don't have to be near the offensive stuff if they are offended, but people should not be so cruel also.",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2162,3357,2,"Books, movies, music, and even @CAPS1 are all important in this life, and enviorment of ours. They all have a learning process. When you read you learn, when you watch a movie you learn, even when you listen to music you can learn. Weather its about past present or future, everyone has the right to learn it's part of being a citizen.     Speaking of all this I belive just beacuse one book, or one movie makes someone uncomfortable i dont think that you should take that away. Thats not only taking away from your kid, or yourself thats taking away from everyone else. Just like the book huckleberry fin it's a wonderful book i love it because it's about the old days where they still belived in slavery, and there were still some good-hearted people around.     This book to some would be very offensive beacuse of the fact it has the word nigger in it one-hundered and twenty-seven times. In fact last year at my school a mother tried to get it taken out, because she didnt want her son to read it he was actually a mixed boy but thankfully the committee saved it and it's still here. That's our history and everyone needs to learn some of it, weather it's offensive or not.     As well as movies that can and mostly likely is offensive to people, they still should not have that stuff taken off either, like I said earlier thats taking away from everyone else. If you dont wanna see it then dont buy it, or if something that you find innapropriate comes on just change the channel. History is important and I dont think people should keep you from your right as a citizen and deprive you from learning what you wanna learn or need to learn for the future.      Now the music part i can understand, some @MONTH1 be a little innapropiate for younger listeners so like i said before again change the station or dont buy that @CAPS2. Dont deprive people of what they wanna learn, watch or listen to.     People that feel offended or embrassed should be ashamed of them self because that is very selfish, and rude. No one should be ashamed of who they are or any movie that describes the old days in the way it actually happened, if they put it in the nice way then it would all just be a lie. That's why I dont belive in censorship. It should not happen, any book, movie, magazine, @CAPS2 should be available to who wants it",3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2823,4018,2,"Conflicting works of art such as books, music, and movies, have always been seen in libraries. Whether it's @CAPS1 or @CAPS2 @CAPS3 @NUM1, someone is going to be offended. But whether or not these offending works should be banned is a common topic among authors, musicians, and movie-goers alike. I personally believe that all of these works have a right to be seen, heard, or read, because the creator has put much effort into stating their opinion and have a right to freedom of the press.         You could take any famous work and someone could be offended @CAPS5 it because it displays something contrary to their beliefs. But this does not mean that that work should be banned! Banning a book would mean total rejection to the author's thoughts and opinions, and everyone has a right to those. The censorship of any work is unconstitutional because as citizens of the @LOCATION1 we have total freedom of the press. You simply can't apply censorship because whether you keep it on the shelves or not, people are going to be offended. Also, as shown in @PERSON1's @CAPS4 @NUM2, the censorship of books could lead to a society unable to have a real knowledge of the past and the feelings and thoughts of the people of that age.      To me, 'offensive' books, movies, and music are not bad, they are merely a stimulant for debate. They can allow you, rather than just the author, to express your feelings on what was presented in the works. But to completely remove the cometition of the debate would be sabotage. @PERSON2 @LOCATION1 that 'if I have the right to remove that book from the shelf...then you also have exactly the same right and so does everybody else.' @CAPS5 saying this she is expressing that if we all could go into a library and remove the books, magazines, movies, or music that we do not like, then there would be absolutely nothing left. Every work would be remove because at least one person is offended @CAPS5 every work of the sort. Therefore, to allow books to be read, music listened to, and movies watched is to allow everyone the freedom of writing down their thoughts or stances.      The censorship of any work, anywhere, is allowing for the 'shutting up' of ideas. These ideas are the ones that keep society going @CAPS5 making us think and helping to formulate our opinions. @CAPS5 allowing this we are creating future generations of great thinkers. In this case, @CAPS5 keeping books, magazines, and music on the shelves, we can continue to 'learn from the past' and utilize the information and ideas that have been used throughout history",4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
